id;department_id;postal_code;name;insee_code;latitude;longitude
482;2;2800;Courbes;2222;49.683333;3.45
483;2;2820;Courtrizy-et-Fussigny;2229;49.516667;3.8
484;2;2270;Couvron-et-Aumencourt;2231;49.65;3.516667
485;2;2160;Craonne;2234;49.433333;3.783333
486;2;2160;Craonnelle;2235;49.433333;3.766667
487;2;2270;Crécy-sur-Serre;2237;49.7;3.616667
488;2;2870;Crépy;2238;0;0
489;2;2160;Cuiry-lès-Chaudardes;2250;49.383333;3.766667
490;2;2360;Cuiry-lès-Iviers;2251;0;0
491;2;2160;Cuissy-et-Geny;2252;49.416667;3.7
492;2;2140;Dagny-Lambercy;2256;49.766667;4.033333
493;2;2800;Danizy;2260;49.65;3.383333
494;2;2270;Dercy;2261;49.7;3.683333
495;2;2700;Deuillet;2262;49.633333;3.35
496;2;2340;Dizy-le-Gros;2264;49.633333;4.016667
497;2;2360;Dohis;2265;49.75;4.133333
498;2;2360;Dolignon;2266;49.716667;4.083333
499;2;2350;Ebouleau;2274;49.666667;3.866667
500;2;2840;Eppes;2282;49.55;3.733333
501;2;2000;Etouvelles;2294;49.533333;3.583333
502;2;2190;Evergnicourt;2299;49.433333;4.033333
503;2;2320;Faucoucourt;2301;49.533333;3.466667
504;2;2840;Festieux;2309;49.516667;3.75
505;2;2870;Fourdrain;2329;49.6;3.466667
506;2;2800;Fressancourt;2335;49.616667;3.416667
507;2;2160;Gernicourt;2344;49.4;3.866667
508;2;2350;Gizy;2346;49.6;3.766667
509;2;2820;Goudelancourt-lès-Berrieux;2349;0;0
510;2;2350;Goudelancourt-lès-Pierrepont;2350;0;0
